"key","entrez_id","ensembl_gene_id","symbol","disease_id","disease_label","therapeutic_area","is_direct","genetic_association","somatic_mutation","known_drug","rna_expression","affected_pathway","animal_model","literature","tissue_label","source","max_fold_change","expression_score"
"ENSG00000184845-EFO_0001073",1812,"ENSG00000184845","DRD1","EFO_0001073","obesity","metabolic disease","True",0.0494881111111,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168209-EFO_0004683",54541,"ENSG00000168209","DDIT4","EFO_0004683","wet macular degeneration","nervous system disease; eye disease","True",0.014328,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151577-EFO_0003843",1814,"ENSG00000151577","DRD3","EFO_0003843","pain","phenotype","True",1.01700493278,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000184845-EFO_0004718",1812,"ENSG00000184845","DRD1","EFO_0004718","vascular dementia","nervous system disease; cardiovascular disease; other disease","True",0.207,0,0,0.2,0,0,0,"Brain - Caudate (basal ganglia)","GTExv6",118.99,0.8
"ENSG00000151577-EFO_0004242",1814,"ENSG00000151577","DRD3","EFO_0004242","obsessive-compulsive disorder","nervous system disease; other disease","True",1.011563325,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000184845-EFO_1001457",1812,"ENSG00000184845","DRD1","EFO_1001457","cognitive disorder","nervous system disease; other disease","True",0.054248810941,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-HP_0002018",1813,"ENSG00000149295","DRD2","HP_0002018","Nausea","phenotype","True",1.005417125,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000069696-EFO_0002508",1815,"ENSG00000069696","DRD4","EFO_0002508","Parkinson's disease","nervous system disease","True",1.01296172974,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151577-EFO_0006788",1814,"ENSG00000151577","DRD3","EFO_0006788","anxiety disorder","nervous system disease; other disease","True",1.01329114142,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151577-EFO_0003829",1814,"ENSG00000151577","DRD3","EFO_0003829","alcohol dependence","nervous system disease; other disease","True",0.795851204837,0,0,0.772222222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000184845-EFO_0003144",1812,"ENSG00000184845","DRD1","EFO_0003144","heart failure","cardiovascular disease","True",0.01337,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000184845-EFO_0003821",1812,"ENSG00000184845","DRD1","EFO_0003821","migraine disorder","nervous system disease; other disease","True",0.02262,0,0,0,0,0,0,"Brain - Caudate (basal ganglia)","GTExv6",118.99,0.8
"ENSG00000149295-EFO_0003758",1813,"ENSG00000149295","DRD2","EFO_0003758","autism","nervous system disease","True",1.0064655625,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0004718",1813,"ENSG00000149295","DRD2","EFO_0004718","vascular dementia","nervous system disease; cardiovascular disease; other disease","True",0.2,0,0,0.2,0,0,0,"Brain - Putamen (basal ganglia)","GTExv6",138.32,0.81
"ENSG00000149295-EFO_0003888",1813,"ENSG00000149295","DRD2","EFO_0003888","attention deficit hyperactivity disorder","nervous system disease; other disease","True",1.02701589631,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0000537",1803,"ENSG00000197635","DPP4","EFO_0000537","hypertension","cardiovascular disease","True",0.11969031326,0,0,0.1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0003890",1813,"ENSG00000149295","DRD2","EFO_0003890","drug dependence","nervous system disease; other disease","True",1.04492777634,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0000289",1813,"ENSG00000149295","DRD2","EFO_0000289","bipolar disorder","nervous system disease; other disease","True",1.01767478627,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0007319",1813,"ENSG00000149295","DRD2","EFO_0007319","hyperprolactinemia","metabolic disease; cardiovascular disease","True",1.01605717606,0,0,1,0,0,0,"Brain - Putamen (basal ganglia)","GTExv6",138.32,0.81
"ENSG00000136960-EFO_0000768",5168,"ENSG00000136960","ENPP2","EFO_0000768","idiopathic pulmonary fibrosis","respiratory system disease","True",0.032654,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0000249",1813,"ENSG00000149295","DRD2","EFO_0000249","Alzheimers disease","nervous system disease","True",1.01528134977,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0000768",1909,"ENSG00000151617","EDNRA","EFO_0000768","idiopathic pulmonary fibrosis","respiratory system disease","True",0.978833333333,0,0,0.978833333333,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000269858-EFO_0003767",112398,"ENSG00000269858","EGLN2","EFO_0003767","inflammatory bowel disease","immune system disease; digestive system disease","True",0.0520919444444,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0000341",1909,"ENSG00000151617","EDNRA","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.208927833333,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0006788",1813,"ENSG00000149295","DRD2","EFO_0006788","anxiety disorder","nervous system disease; other disease","True",1.02368587212,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0001360",1813,"ENSG00000149295","DRD2","EFO_0001360","type II diabetes mellitus","metabolic disease","True",1.01185513611,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0001360",1803,"ENSG00000197635","DPP4","EFO_0001360","type II diabetes mellitus","metabolic disease","True",1.03069668084,0,0,1,0,0,0,"Adipose - Subcutaneous","GTExv6",7.45,0.18
"ENSG00000149295-EFO_0000198",1813,"ENSG00000149295","DRD2","EFO_0000198","myelodysplastic syndrome","hematological system disease; neoplasm","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0000692",1813,"ENSG00000149295","DRD2","EFO_0000692","schizophrenia","nervous system disease; other disease","True",1.14736064009,0.489820465041,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000136160-EFO_0003144",1910,"ENSG00000136160","EDNRB","EFO_0003144","heart failure","cardiovascular disease","True",0.921187081486,0,0,0.903472222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000138792-EFO_0000537",2028,"ENSG00000138792","ENPEP","EFO_0000537","hypertension","cardiovascular disease","True",0.11395387665,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-Orphanet_399",1813,"ENSG00000149295","DRD2","Orphanet_399","Huntington disease","nervous system disease; eye disease; genetic disorder; other disease","True",0.937481030645,0,0,0.925318594104,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_1001454",1813,"ENSG00000149295","DRD2","EFO_1001454","amnesia","nervous system disease; other disease","True",0.01816,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000269858-EFO_0000546",112398,"ENSG00000269858","EGLN2","EFO_0000546","injury","other disease","True",0.1,0,0,0.1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0003761",1813,"ENSG00000149295","DRD2","EFO_0003761","unipolar depression","nervous system disease; other disease","True",1.0213269804,0.0017134425,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0003821",1813,"ENSG00000149295","DRD2","EFO_0003821","migraine disorder","nervous system disease; other disease","True",1.02632834703,0,0,1,0,0,0,"Brain - Putamen (basal ganglia)","GTExv6",138.32,0.81
"ENSG00000149295-EFO_0003843",1813,"ENSG00000149295","DRD2","EFO_0003843","pain","phenotype","True",1.01955405759,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_1000948",1813,"ENSG00000149295","DRD2","EFO_1000948","gastroparesis","digestive system disease","True",1.003781,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0000713",1909,"ENSG00000151617","EDNRA","EFO_0000713","subarachnoid hemorrhage","cardiovascular disease; other disease","True",0.923466751281,0,0,0.909722222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0000537",1909,"ENSG00000151617","EDNRA","EFO_0000537","hypertension","cardiovascular disease","True",1.01934821956,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0003843",1909,"ENSG00000151617","EDNRA","EFO_0003843","pain","phenotype","True",0.0749631119245,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-HP_0001919",1909,"ENSG00000151617","EDNRA","HP_0001919","Acute kidney injury","phenotype","True",0.043164,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000136160-EFO_0000768",1910,"ENSG00000136160","EDNRB","EFO_0000768","idiopathic pulmonary fibrosis","respiratory system disease","True",0.978833333333,0,0,0.978833333333,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-HP_0002315",1813,"ENSG00000149295","DRD2","HP_0002315","Headache","phenotype","True",1.005653935,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0000537",1813,"ENSG00000149295","DRD2","EFO_0000537","hypertension","cardiovascular disease","True",1.01314258488,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0004698",1813,"ENSG00000149295","DRD2","EFO_0004698","insomnia","nervous system disease; other disease","True",0.755041794144,0.0012727723,0,0.75,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0005407",1813,"ENSG00000149295","DRD2","EFO_0005407","psychosis","nervous system disease; other disease","True",1.02007869707,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0001073",1803,"ENSG00000197635","DPP4","EFO_0001073","obesity","metabolic disease","True",1.06820429246,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0000676",1803,"ENSG00000197635","DPP4","EFO_0000676","psoriasis","immune system disease; skin disease","True",0.215465603751,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000136160-EFO_0001361",1910,"ENSG00000136160","EDNRB","EFO_0001361","pulmonary hypertension","cardiovascular disease","True",1.02142336376,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0000401",1909,"ENSG00000151617","EDNRA","EFO_0000401","diabetic nephropathy","metabolic disease; kidney disease","True",0.885159880559,0,0,0.875,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000138792-EFO_0003144",2028,"ENSG00000138792","ENPEP","EFO_0003144","heart failure","cardiovascular disease","True",0.0257480555556,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000151617-EFO_0003144",1909,"ENSG00000151617","EDNRA","EFO_0003144","heart failure","cardiovascular disease","True",0.91952762837,0,0,0.903472222222,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000137869-EFO_0003882",1588,"ENSG00000137869","CYP19A1","EFO_0003882","osteoporosis","skeletal system disease","True",0.718025714506,0,0,0.7,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_0005611",1813,"ENSG00000149295","DRD2","EFO_0005611","opioid dependence","nervous system disease; other disease","True",1.02073935257,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0003144",1803,"ENSG00000197635","DPP4","EFO_0003144","heart failure","cardiovascular disease","True",0.229545492533,0,0,0.09,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000197635-EFO_0000319",1803,"ENSG00000197635","DPP4","EFO_0000319","cardiovascular disease",NA,"True",1.05381650261,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000136160-EFO_0000537",1910,"ENSG00000136160","EDNRB","EFO_0000537","hypertension","cardiovascular disease","True",1.02244952561,0,0,1,0.0015578078,0,0,"Unspecified","Unspecified",0,0
"ENSG00000037280-EFO_0000198",2324,"ENSG00000037280","FLT4","EFO_0000198","myelodysplastic syndrome","hematological system disease; neoplasm","True",0.261111111111,0,0,0.261111111111,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171049-MP_0001845",2358,"ENSG00000171049","FPR2","MP_0001845","inflammation","phenotype","True",0.184306558417,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000037280-Orphanet_774",2324,"ENSG00000037280","FLT4","Orphanet_774","Hereditary hemorrhagic telangiectasia","skin disease; eye disease; genetic disorder","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000037280-EFO_0000717",2324,"ENSG00000037280","FLT4","EFO_0000717","systemic scleroderma","immune system disease; eye disease; genetic disorder; skeletal system disease; skin disease","True",0.7,0,0,0.7,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000138685-EFO_0003770",2247,"ENSG00000138685","FGF2","EFO_0003770","diabetic retinopathy","metabolic disease; eye disease","True",0.0696729637851,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000037280-EFO_0000768",2324,"ENSG00000037280","FLT4","EFO_0000768","idiopathic pulmonary fibrosis","respiratory system disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000113327-EFO_0000474",2566,"ENSG00000113327","GABRG2","EFO_0000474","epilepsy","nervous system disease; other disease","True",1.28609741408,1,0,1,0,0,0.282474650894,"Brain - Frontal Cortex (BA9)","GTExv6",693.43,0.92
"ENSG00000066468-EFO_1001898",2263,"ENSG00000066468","FGFR2","EFO_1001898","mucositis","phenotype","True",0.892361111111,0,0,0.892361111111,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171298-EFO_0001360",2548,"ENSG00000171298","GAA","EFO_0001360","type II diabetes mellitus","metabolic disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000160211-EFO_0000764",2539,"ENSG00000160211","G6PD","EFO_0000764","HIV infection","infectious disease","True",0.02304526,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000166206-EFO_0000474",2562,"ENSG00000166206","GABRB3","EFO_0000474","epilepsy","nervous system disease; other disease","True",1.25767882387,1,0,1,0,0,0,"Brain - Frontal Cortex (BA9)","GTExv6",34.21,0.62
"ENSG00000138685-EFO_1001157",2247,"ENSG00000138685","FGF2","EFO_1001157","retinal vein occlusion","eye disease","True",0.0390517777778,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-EFO_0000685",2057,"ENSG00000187266","EPOR","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","True",1.24239e-05,0,0,0,1.24239e-05,0,0,"Unspecified","Unspecified",0,0
"ENSG00000130427-EFO_0003770",2056,"ENSG00000130427","EPO","EFO_0003770","diabetic retinopathy","metabolic disease; eye disease","True",0.0775847883552,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-Orphanet_95",2057,"ENSG00000187266","EPOR","Orphanet_95","Friedreich ataxia","nervous system disease; eye disease; genetic disorder; other disease","True",0.254257,0,0,0.25,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-EFO_0004272",2057,"ENSG00000187266","EPOR","EFO_0004272","anemia","phenotype","True",1.0208369818,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000119888-HP_0001541",4072,"ENSG00000119888","EPCAM","HP_0001541","Ascites","phenotype","True",0.289367625679,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-EFO_0003144",2057,"ENSG00000187266","EPOR","EFO_0003144","heart failure","cardiovascular disease","True",0.033631,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-EFO_0000319",2057,"ENSG00000187266","EPOR","EFO_0000319","cardiovascular disease",NA,"True",1.01813965452,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000120915-EFO_0000195",2053,"ENSG00000120915","EPHX2","EFO_0000195","metabolic syndrome","metabolic disease","True",0.0164,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000187266-HP_0001915",2057,"ENSG00000187266","EPOR","HP_0001915","aplastic anemia","phenotype","True",0.256985372704,0,0,0,0,0,0.252408372704,"Unspecified","Unspecified",0,0
"ENSG00000171564-EFO_0003843",2244,"ENSG00000171564","FGB","EFO_0003843","pain","phenotype","False",0.0015101449,0.0015101449,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171557-EFO_0000612",2266,"ENSG00000171557","FGG","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.020334,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000075388-EFO_0003875",2249,"ENSG00000075388","FGF4","EFO_0003875","peripheral vascular disease","cardiovascular disease","True",0.017188,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000130427-EFO_1001157",2056,"ENSG00000130427","EPO","EFO_1001157","retinal vein occlusion","eye disease","True",0.0470975555556,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000113578-EFO_0003875",2246,"ENSG00000113578","FGF1","EFO_0003875","peripheral vascular disease","cardiovascular disease","True",0.0460963611111,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171557-Orphanet_98880",2266,"ENSG00000171557","FGG","Orphanet_98880","Familial afibrinogenemia","hematological system disease; genetic disorder","True",0.751055902778,0.7,0,0,0,0,0.204223611111,"Unspecified","Unspecified",0,0
"ENSG00000171560-EFO_0000612",2243,"ENSG00000171560","FGA","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.0223111666667,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000113578-EFO_0001360",2246,"ENSG00000113578","FGF1","EFO_0001360","type II diabetes mellitus","metabolic disease","True",0.0572617862585,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171560-EFO_0003843",2243,"ENSG00000171560","FGA","EFO_0003843","pain","phenotype","True",0.015366,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000105550-EFO_0006890",26291,"ENSG00000105550","FGF21","EFO_0006890","fibrosis","neoplasm","True",0.0973148268176,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118972-HP_0002148",8074,"ENSG00000118972","FGF23","HP_0002148","Hypophosphatemia","phenotype","True",0.10013713291,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000126262-EFO_0003767",2867,"ENSG00000126262","FFAR2","EFO_0003767","inflammatory bowel disease","immune system disease; digestive system disease","True",0.239338714911,0,0,0,0.0041948792,0,0.217309227778,"Unspecified","Unspecified",0,0
"ENSG00000126262-EFO_0000729",2867,"ENSG00000126262","FFAR2","EFO_0000729","ulcerative colitis","immune system disease; digestive system disease","True",0.0052,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171564-Orphanet_98880",2244,"ENSG00000171564","FGB","Orphanet_98880","Familial afibrinogenemia","hematological system disease; genetic disorder","True",1.24913194444,1.24913194444,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171560-MP_0001914",2243,"ENSG00000171560","FGA","MP_0001914","hemorrhage","phenotype","True",0.0368522222222,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171560-Orphanet_98880",2243,"ENSG00000171560","FGA","Orphanet_98880","Familial afibrinogenemia","hematological system disease; genetic disorder","True",1.04257736111,1,0,0,0,0,0.170309444444,"Unspecified","Unspecified",0,0
"ENSG00000113578-EFO_0001073",2246,"ENSG00000113578","FGF1","EFO_0001073","obesity","metabolic disease","True",0.0706263392667,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000075388-EFO_0003913",2249,"ENSG00000075388","FGF4","EFO_0003913","angina pectoris","phenotype","True",0.026382,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171564-MP_0001914",2244,"ENSG00000171564","FGB","MP_0001914","hemorrhage","phenotype","True",0.022883,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000138685-Orphanet_337",2247,"ENSG00000138685","FGF2","Orphanet_337","Fibrodysplasia ossificans progressiva","skin disease; genetic disorder; skeletal system disease","True",0.034228,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000078579-EFO_1001898",26281,"ENSG00000078579","FGF20","EFO_1001898","mucositis","phenotype","True",0.0481130748299,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000156427-EFO_0002506",8817,"ENSG00000156427","FGF18","EFO_0002506","osteoarthritis","immune system disease; skeletal system disease","True",0.0453959317914,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000171564-EFO_0000612",2244,"ENSG00000171564","FGB","EFO_0000612","myocardial infarction","cardiovascular disease","True",0.0412294518537,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000126266-EFO_0001360",2864,"ENSG00000126266","FFAR1","EFO_0001360","type II diabetes mellitus","metabolic disease","True",1.01911347609,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000149295-EFO_1001485",1813,"ENSG00000149295","DRD2","EFO_1001485","acromegaly","endocrine system disease; genetic disorder","True",1.003564,0,0,1,0,0,0,"Brain - Putamen (basal ganglia)","GTExv6",138.32,0.81
"ENSG00000136160-EFO_0000401",1910,"ENSG00000136160","EDNRB","EFO_0000401","diabetic nephropathy","metabolic disease; kidney disease","True",0.022572,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000269858-EFO_0000556",112398,"ENSG00000269858","EGLN2","EFO_0000556","ischemia","phenotype","True",0.0636295918619,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000269858-EFO_0003875",112398,"ENSG00000269858","EGLN2","EFO_0003875","peripheral vascular disease","cardiovascular disease","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000269858-EFO_0000198",112398,"ENSG00000269858","EGLN2","EFO_0000198","myelodysplastic syndrome","hematological system disease; neoplasm","True",0.75,0,0,0.75,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000132437-Orphanet_79062",1644,"ENSG00000132437","DDC","Orphanet_79062","Disorder of amino acid and other organic acid metabolism","metabolic disease; genetic disorder","False",1.06834856583,1,0,0.2,0,0,0.153435,"Unspecified","Unspecified",0,0
"ENSG00000168539-HP_0004398",1128,"ENSG00000168539","CHRM1","HP_0004398","Peptic ulcer","phenotype","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168539-EFO_0000692",1128,"ENSG00000168539","CHRM1","EFO_0000692","schizophrenia","nervous system disease; other disease","True",1.01761999509,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168539-EFO_0003761",1128,"ENSG00000168539","CHRM1","EFO_0003761","unipolar depression","nervous system disease; other disease","True",1.003762,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0005407",1268,"ENSG00000118432","CNR1","EFO_0005407","psychosis","nervous system disease; other disease","True",0.055814892174,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168539-EFO_0000341",1128,"ENSG00000168539","CHRM1","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",1,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168539-EFO_1001457",1128,"ENSG00000168539","CHRM1","EFO_1001457","cognitive disorder","nervous system disease; other disease","True",0.016236,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0002508",1268,"ENSG00000118432","CNR1","EFO_0002508","Parkinson's disease","nervous system disease","True",0.217743026946,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0000618",1268,"ENSG00000118432","CNR1","EFO_0000618","nervous system disease",NA,"True",1.09641419013,0.0942883883,0,1,0.0101512611583,0,0.230278838722,"Unspecified","Unspecified",0,0
"ENSG00000143387-HP_0000938",1513,"ENSG00000143387","CTSK","HP_0000938","osteopenia","phenotype","True",0.0420568194444,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000100448-EFO_0000341",1511,"ENSG00000100448","CTSG","EFO_0000341","chronic obstructive pulmonary disease","respiratory system disease","True",0.0280841288889,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000168539-EFO_0000249",1128,"ENSG00000168539","CHRM1","EFO_0000249","Alzheimers disease","nervous system disease","True",0.10399325,0,0,0.1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0001422",1268,"ENSG00000118432","CNR1","EFO_0001422","cirrhosis of liver","neoplasm; endocrine system disease; digestive system disease; liver disease","True",0.0795525966663,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-HP_0002018",1268,"ENSG00000118432","CNR1","HP_0002018","Nausea","phenotype","True",1.02721624546,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000163131-EFO_0000699",1520,"ENSG00000163131","CTSS","EFO_0000699","Sjogren syndrome","immune system disease; eye disease; digestive system disease","True",0.199581111111,0,0,0,0,0,0.199581111111,"Unspecified","Unspecified",0,0
"ENSG00000122756-EFO_0000253",1271,"ENSG00000122756","CNTFR","EFO_0000253","amyotrophic lateral sclerosis","nervous system disease","True",0.236992908333,0,0,0,0,0,0.229306533333,"Unspecified","Unspecified",0,0
"ENSG00000188822-EFO_0005762",1269,"ENSG00000188822","CNR2","EFO_0005762","neuropathic pain","phenotype","True",0.099296604778,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000100448-EFO_0000270",1511,"ENSG00000100448","CTSG","EFO_0000270","asthma","respiratory system disease","True",0.0297533482766,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_1000783",1268,"ENSG00000118432","CNR1","EFO_1000783","diabetic neuropathy","nervous system disease","True",1.00835219444,0,0,1,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000143387-EFO_0002506",1513,"ENSG00000143387","CTSK","EFO_0002506","osteoarthritis","immune system disease; skeletal system disease","True",0.0697241220709,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0000685",1268,"ENSG00000118432","CNR1","EFO_0000685","rheumatoid arthritis","immune system disease; skeletal system disease","False",0.0272,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000001626-Orphanet_586",1080,"ENSG00000001626","CFTR","Orphanet_586","Cystic fibrosis","reproductive system disease; endocrine system disease; genetic disorder; respiratory system disease","True",1.47320602773,1.36111111111,0,1,0,1,0.227764057139,"Pancreas","GTExv6",456.14,0.9
"ENSG00000163394-EFO_0000555",886,"ENSG00000163394","CCKAR","EFO_0000555","irritable bowel syndrome","digestive system disease","True",0.04342125,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000188822-EFO_0000195",1269,"ENSG00000188822","CNR2","EFO_0000195","metabolic syndrome","metabolic disease","True",0.022324125,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0001360",1268,"ENSG00000118432","CNR1","EFO_0001360","type II diabetes mellitus","metabolic disease","True",0.764709482423,0,0,0.75,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000135047-EFO_0000676",1514,"ENSG00000135047","CTSL","EFO_0000676","psoriasis","immune system disease; skin disease","True",0.0216,0,0,0,0,0,0,"Unspecified","Unspecified",0,0
"ENSG00000118432-EFO_0005687",1268,"ENSG00000118432","CNR1","EFO_0005687","fibromyalgia","skeletal system disease","True",0.2,0,0,0.2,0,0,0,"Unspecified","Unspecified",0,0
